alert_id,item_id,location_id,priority,category,title,description,risk_score,created_at,expires_at,acknowledged,resolved,metadata,recommendations
ALT-20251212113321-00053,SKU031,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU031,"Demand for SKU031 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 64, Baseline: 0.",100.0,2025-12-12T11:33:21.605721,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 64.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00054,SKU039,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU039,"Demand for SKU039 at BLR_WH has increased by 363.6% compared to baseline. Current weekly demand: 4, Baseline: 1.",100.0,2025-12-12T11:33:21.605757,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 363.64, 'shift_direction': 'increase', 'baseline_demand': 0.92, 'current_demand': 4.25, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00055,SKU039,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU039,"Demand for SKU039 at MAA_WH has increased by 275.0% compared to baseline. Current weekly demand: 1, Baseline: 0.",100.0,2025-12-12T11:33:21.605791,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 275.0, 'shift_direction': 'increase', 'baseline_demand': 0.33, 'current_demand': 1.25, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00056,SKU039,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU039,"Demand for SKU039 at NCR_WH has increased by 350.0% compared to baseline. Current weekly demand: 3, Baseline: 1.",100.0,2025-12-12T11:33:21.605827,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 350.0, 'shift_direction': 'increase', 'baseline_demand': 0.67, 'current_demand': 3.0, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00057,SKU039,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU039,"Demand for SKU039 at BOM_WH has increased by 400.0% compared to baseline. Current weekly demand: 5, Baseline: 1.",100.0,2025-12-12T11:33:21.605861,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 400.0, 'shift_direction': 'increase', 'baseline_demand': 1.0, 'current_demand': 5.0, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00058,SKU029,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU029,"Demand for SKU029 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 44, Baseline: 0.",100.0,2025-12-12T11:33:21.605896,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 43.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00059,SKU029,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU029,"Demand for SKU029 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 42, Baseline: 0.",100.0,2025-12-12T11:33:21.605931,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 42.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00060,SKU041,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU041,"Demand for SKU041 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 36, Baseline: 0.",100.0,2025-12-12T11:33:21.605967,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 36.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00061,SKU041,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU041,"Demand for SKU041 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 11, Baseline: 0.",100.0,2025-12-12T11:33:21.606003,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 10.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00062,SKU041,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU041,"Demand for SKU041 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 43, Baseline: 0.",100.0,2025-12-12T11:33:21.606038,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 43.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00063,SKU042,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU042,"Demand for SKU042 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 26, Baseline: 0.",100.0,2025-12-12T11:33:21.606073,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 25.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00064,SKU048,BOM_WH,P1_CRITICAL,demand_shift,Demand Drop Detected - SKU048,"Demand for SKU048 at BOM_WH has decreased by 57.6% compared to baseline. Current weekly demand: 3, Baseline: 7.",100.0,2025-12-12T11:33:21.606108,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': -57.65, 'shift_direction': 'decrease', 'baseline_demand': 7.08, 'current_demand': 3.0, 'cusum_signal': True, 'ma_crossover_signal': True}",Review open purchase orders for reduction; Reduce future order quantities; Investigate root cause of demand decline
ALT-20251212113321-00065,SKU018,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU018,"Demand for SKU018 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 63, Baseline: 0.",100.0,2025-12-12T11:33:21.606143,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 62.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00066,SKU051,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU051,"Demand for SKU051 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 22, Baseline: 0.",100.0,2025-12-12T11:33:21.606179,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 22.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00067,SKU057,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU057,"Demand for SKU057 at BOM_WH has increased by 854.5% compared to baseline. Current weekly demand: 9, Baseline: 1.",100.0,2025-12-12T11:33:21.606215,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 854.55, 'shift_direction': 'increase', 'baseline_demand': 0.92, 'current_demand': 8.75, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00068,SKU056,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU056,"Demand for SKU056 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 20, Baseline: 0.",100.0,2025-12-12T11:33:21.606250,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 20.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00069,SKU009,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU009,"Demand for SKU009 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 41, Baseline: 0.",100.0,2025-12-12T11:33:21.606286,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 41.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00070,SKU009,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU009,"Demand for SKU009 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 27, Baseline: 0.",100.0,2025-12-12T11:33:21.606321,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 27.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00071,SKU008,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU008,"Demand for SKU008 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 1, Baseline: 0.",100.0,2025-12-12T11:33:21.606356,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 1.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00072,SKU008,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU008,"Demand for SKU008 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 3, Baseline: 0.",100.0,2025-12-12T11:33:21.606391,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 3.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00073,SKU008,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU008,"Demand for SKU008 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 3, Baseline: 0.",100.0,2025-12-12T11:33:21.606425,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 3.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00074,SKU008,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU008,"Demand for SKU008 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 2, Baseline: 0.",100.0,2025-12-12T11:33:21.606460,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 2.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00075,SKU007,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU007,"Demand for SKU007 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 37, Baseline: 0.",100.0,2025-12-12T11:33:21.606496,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 37.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00076,SKU056,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU056,"Demand for SKU056 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 8, Baseline: 0.",100.0,2025-12-12T11:33:21.606531,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 7.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00077,SKU007,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU007,"Demand for SKU007 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 33, Baseline: 0.",100.0,2025-12-12T11:33:21.606566,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 33.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00078,SKU056,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU056,"Demand for SKU056 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 14, Baseline: 0.",100.0,2025-12-12T11:33:21.606604,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 14.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00079,SKU057,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU057,"Demand for SKU057 at BLR_WH has increased by 1757.1% compared to baseline. Current weekly demand: 32, Baseline: 2.",100.0,2025-12-12T11:33:21.606639,,False,False,"{'shift_type': None, 'shift_magnitude': 1757.14, 'shift_direction': 'increase', 'baseline_demand': 1.75, 'current_demand': 32.5, 'cusum_signal': False, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00080,SKU057,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU057,"Demand for SKU057 at MAA_WH has increased by 1148.7% compared to baseline. Current weekly demand: 38, Baseline: 3.",100.0,2025-12-12T11:33:21.606675,,False,False,"{'shift_type': None, 'shift_magnitude': 1148.65, 'shift_direction': 'increase', 'baseline_demand': 3.08, 'current_demand': 38.5, 'cusum_signal': False, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00081,SKU057,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU057,"Demand for SKU057 at NCR_WH has increased by 950.0% compared to baseline. Current weekly demand: 10, Baseline: 1.",100.0,2025-12-12T11:33:21.606711,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 950.0, 'shift_direction': 'increase', 'baseline_demand': 1.0, 'current_demand': 10.5, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00082,SKU005,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU005,"Demand for SKU005 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 41, Baseline: 0.",100.0,2025-12-12T11:33:21.606747,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 40.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00083,SKU056,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU056,"Demand for SKU056 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 17, Baseline: 0.",100.0,2025-12-12T11:33:21.606782,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 17.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00084,SKU005,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU005,"Demand for SKU005 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 51, Baseline: 0.",100.0,2025-12-12T11:33:21.606817,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 51.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00085,SKU005,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU005,"Demand for SKU005 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 12, Baseline: 0.",100.0,2025-12-12T11:33:21.606851,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 12.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00086,SKU005,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU005,"Demand for SKU005 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 22, Baseline: 0.",100.0,2025-12-12T11:33:21.606887,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 22.0, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00087,SKU058,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU058,"Demand for SKU058 at BLR_WH has increased by 379.6% compared to baseline. Current weekly demand: 57, Baseline: 12.",100.0,2025-12-12T11:33:21.606923,,False,False,"{'shift_type': 'trend_change', 'shift_magnitude': 379.58, 'shift_direction': 'increase', 'baseline_demand': 11.83, 'current_demand': 56.75, 'cusum_signal': False, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00088,SKU058,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU058,"Demand for SKU058 at MAA_WH has increased by 334.0% compared to baseline. Current weekly demand: 54, Baseline: 12.",100.0,2025-12-12T11:33:21.606960,,False,False,"{'shift_type': None, 'shift_magnitude': 334.0, 'shift_direction': 'increase', 'baseline_demand': 12.5, 'current_demand': 54.25, 'cusum_signal': False, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00089,SKU058,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU058,"Demand for SKU058 at NCR_WH has increased by 286.7% compared to baseline. Current weekly demand: 41, Baseline: 11.",100.0,2025-12-12T11:33:21.606995,,False,False,"{'shift_type': None, 'shift_magnitude': 286.72, 'shift_direction': 'increase', 'baseline_demand': 10.67, 'current_demand': 41.25, 'cusum_signal': False, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00090,SKU058,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU058,"Demand for SKU058 at BOM_WH has increased by 375.5% compared to baseline. Current weekly demand: 58, Baseline: 12.",100.0,2025-12-12T11:33:21.607032,,False,False,"{'shift_type': None, 'shift_magnitude': 375.51, 'shift_direction': 'increase', 'baseline_demand': 12.25, 'current_demand': 58.25, 'cusum_signal': False, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00091,SKU003,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU003,"Demand for SKU003 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 6, Baseline: 0.",100.0,2025-12-12T11:33:21.607068,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 5.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00092,SKU059,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU059,"Demand for SKU059 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 7, Baseline: 0.",100.0,2025-12-12T11:33:21.607107,,False,False,"{'shift_type': None, 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 7.25, 'cusum_signal': False, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00093,SKU003,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU003,"Demand for SKU003 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 22, Baseline: 0.",100.0,2025-12-12T11:33:21.607143,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 22.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00094,SKU003,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU003,"Demand for SKU003 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 32, Baseline: 0.",100.0,2025-12-12T11:33:21.607181,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 31.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00095,SKU059,MAA_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU059,"Demand for SKU059 at MAA_WH has increased by 100.0% compared to baseline. Current weekly demand: 2, Baseline: 0.",100.0,2025-12-12T11:33:21.607218,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 2.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00096,SKU059,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU059,"Demand for SKU059 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 7, Baseline: 0.",100.0,2025-12-12T11:33:21.607334,,False,False,"{'shift_type': None, 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 7.0, 'cusum_signal': False, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00097,SKU059,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU059,"Demand for SKU059 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 8, Baseline: 0.",100.0,2025-12-12T11:33:21.607374,,False,False,"{'shift_type': None, 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 8.0, 'cusum_signal': False, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00098,SKU009,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU009,"Demand for SKU009 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 45, Baseline: 0.",100.0,2025-12-12T11:33:21.607410,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 45.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00099,SKU036,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU036,"Demand for SKU036 at NCR_WH has increased by 281.8% compared to baseline. Current weekly demand: 35, Baseline: 9.",100.0,2025-12-12T11:33:21.607446,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 281.82, 'shift_direction': 'increase', 'baseline_demand': 9.17, 'current_demand': 35.0, 'cusum_signal': True, 'ma_crossover_signal': True}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00100,SKU055,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU055,"Demand for SKU055 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 6, Baseline: 0.",100.0,2025-12-12T11:33:21.607482,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 5.75, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00101,SKU012,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU012,"Demand for SKU012 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 8, Baseline: 0.",100.0,2025-12-12T11:33:21.607517,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 8.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00102,SKU051,NCR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU051,"Demand for SKU051 at NCR_WH has increased by 100.0% compared to baseline. Current weekly demand: 68, Baseline: 0.",100.0,2025-12-12T11:33:21.607553,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 67.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00103,SKU051,BOM_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU051,"Demand for SKU051 at BOM_WH has increased by 100.0% compared to baseline. Current weekly demand: 8, Baseline: 0.",100.0,2025-12-12T11:33:21.607588,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 8.25, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
ALT-20251212113321-00104,SKU052,BLR_WH,P1_CRITICAL,demand_shift,Demand Surge Detected - SKU052,"Demand for SKU052 at BLR_WH has increased by 100.0% compared to baseline. Current weekly demand: 24, Baseline: 0.",100.0,2025-12-12T11:33:21.607623,,False,False,"{'shift_type': 'sustained', 'shift_magnitude': 100.0, 'shift_direction': 'increase', 'baseline_demand': 0.0, 'current_demand': 23.5, 'cusum_signal': True, 'ma_crossover_signal': False}",Review and increase safety stock levels; Consider expediting pending orders; Evaluate capacity for higher demand
