receipt_id,po_id,receipt_week,item_id,location_id,supplier_id,qty_received
RCPT0000852,PO0000877,2025-03-28,SKU014,BOM_WH,SUP09,134
RCPT0000853,PO0000878,2023-06-09,SKU015,BLR_WH,SUP03,164
RCPT0000854,PO0000879,2023-06-16,SKU015,BLR_WH,SUP03,190
RCPT0000855,PO0000880,2023-11-03,SKU015,BLR_WH,SUP02,149
RCPT0000856,PO0000881,2023-11-03,SKU015,BLR_WH,SUP02,165
RCPT0000857,PO0000882,2024-01-26,SKU015,BLR_WH,SUP02,155
RCPT0000858,PO0000885,2024-04-05,SKU015,BLR_WH,SUP02,202
RCPT0000859,PO0000883,2024-04-12,SKU015,BLR_WH,SUP05,163
RCPT0000860,PO0000884,2024-04-12,SKU015,BLR_WH,SUP02,182
RCPT0000861,PO0000886,2024-10-18,SKU015,BLR_WH,SUP02,150
RCPT0000862,PO0000887,2024-10-18,SKU015,BLR_WH,SUP02,164
RCPT0000863,PO0000888,2025-01-17,SKU015,BLR_WH,SUP02,172
RCPT0000864,PO0000891,2025-03-14,SKU015,BLR_WH,SUP02,189
RCPT0000865,PO0000889,2025-03-21,SKU015,BLR_WH,SUP03,157
RCPT0000866,PO0000890,2025-04-04,SKU015,BLR_WH,SUP03,169
RCPT0000867,PO0000893,2025-08-22,SKU015,BLR_WH,SUP02,166
RCPT0000868,PO0000892,2025-08-29,SKU015,BLR_WH,SUP05,152
RCPT0000869,PO0000894,2023-06-09,SKU015,MAA_WH,SUP02,206
RCPT0000870,PO0000895,2023-06-09,SKU015,MAA_WH,SUP02,227
RCPT0000871,PO0000896,2023-07-28,SKU015,MAA_WH,SUP02,158
RCPT0000872,PO0000898,2023-09-01,SKU015,MAA_WH,SUP02,176
RCPT0000873,PO0000897,2023-09-15,SKU015,MAA_WH,SUP05,150
RCPT0000874,PO0000899,2023-11-17,SKU015,MAA_WH,SUP02,151
RCPT0000875,PO0000900,2023-11-17,SKU015,MAA_WH,SUP02,200
RCPT0000876,PO0000901,2023-12-01,SKU015,MAA_WH,SUP02,227
RCPT0000877,PO0000902,2024-01-19,SKU015,MAA_WH,SUP05,197
RCPT0000878,PO0000903,2024-01-19,SKU015,MAA_WH,SUP02,227
RCPT0000879,PO0000904,2024-03-08,SKU015,MAA_WH,SUP02,190
RCPT0000880,PO0000905,2024-04-12,SKU015,MAA_WH,SUP02,198
RCPT0000881,PO0000906,2024-04-19,SKU015,MAA_WH,SUP02,227
RCPT0000882,PO0000907,2024-05-24,SKU015,MAA_WH,SUP02,157
RCPT0000883,PO0000908,2024-06-21,SKU015,MAA_WH,SUP02,158
RCPT0000884,PO0000910,2024-06-21,SKU015,MAA_WH,SUP02,227
RCPT0000885,PO0000909,2024-07-05,SKU015,MAA_WH,SUP05,221
RCPT0000886,PO0000911,2024-09-27,SKU015,MAA_WH,SUP02,169
RCPT0000887,PO0000912,2024-10-04,SKU015,MAA_WH,SUP02,194
RCPT0000888,PO0000913,2024-12-06,SKU015,MAA_WH,SUP03,192
RCPT0000889,PO0000914,2024-12-06,SKU015,MAA_WH,SUP02,227
RCPT0000890,PO0000915,2024-12-13,SKU015,MAA_WH,SUP02,227
RCPT0000891,PO0000916,2025-02-07,SKU015,MAA_WH,SUP02,206
RCPT0000892,PO0000917,2025-02-21,SKU015,MAA_WH,SUP03,227
RCPT0000893,PO0000918,2025-03-28,SKU015,MAA_WH,SUP02,161
RCPT0000894,PO0000919,2025-05-02,SKU015,MAA_WH,SUP02,194
RCPT0000895,PO0000920,2025-05-09,SKU015,MAA_WH,SUP02,227
RCPT0000896,PO0000921,2025-06-13,SKU015,MAA_WH,SUP02,166
RCPT0000897,PO0000922,2025-06-27,SKU015,MAA_WH,SUP02,227
RCPT0000898,PO0000923,2025-07-18,SKU015,MAA_WH,SUP03,193
RCPT0000899,PO0000924,2025-09-05,SKU015,MAA_WH,SUP03,163
RCPT0000900,PO0000925,2025-09-05,SKU015,MAA_WH,SUP02,205
RCPT0000901,PO0000926,2025-11-14,SKU015,MAA_WH,SUP02,215
RCPT0000902,PO0000930,2023-06-09,SKU015,NCR_WH,SUP02,161
RCPT0000903,PO0000931,2023-06-09,SKU015,NCR_WH,SUP02,190
RCPT0000904,PO0000932,2023-10-06,SKU015,NCR_WH,SUP05,163
RCPT0000905,PO0000933,2023-10-06,SKU015,NCR_WH,SUP02,182
RCPT0000906,PO0000934,2023-10-13,SKU015,NCR_WH,SUP02,198
RCPT0000907,PO0000935,2024-02-16,SKU015,NCR_WH,SUP02,152
RCPT0000908,PO0000936,2024-04-12,SKU015,NCR_WH,SUP02,161
RCPT0000909,PO0000937,2024-04-19,SKU015,NCR_WH,SUP03,186
RCPT0000910,PO0000938,2024-07-05,SKU015,NCR_WH,SUP02,168
RCPT0000911,PO0000939,2024-07-05,SKU015,NCR_WH,SUP02,200
RCPT0000912,PO0000940,2024-11-22,SKU015,NCR_WH,SUP02,174
RCPT0000913,PO0000941,2024-11-29,SKU015,NCR_WH,SUP02,200
RCPT0000914,PO0000942,2025-02-07,SKU015,NCR_WH,SUP02,163
RCPT0000915,PO0000943,2025-03-28,SKU015,NCR_WH,SUP02,167
RCPT0000916,PO0000944,2025-05-16,SKU015,NCR_WH,SUP03,153
RCPT0000917,PO0000945,2025-05-23,SKU015,NCR_WH,SUP02,189
RCPT0000918,PO0000947,2025-08-15,SKU015,NCR_WH,SUP02,174
RCPT0000919,PO0000946,2025-08-22,SKU015,NCR_WH,SUP05,156
RCPT0000920,PO0000949,2025-12-05,SKU015,NCR_WH,SUP02,198
RCPT0000921,PO0000950,2023-06-02,SKU015,BOM_WH,SUP02,188
RCPT0000922,PO0000951,2023-07-07,SKU015,BOM_WH,SUP05,208
RCPT0000923,PO0000953,2023-07-07,SKU015,BOM_WH,SUP02,227
RCPT0000924,PO0000952,2023-07-14,SKU015,BOM_WH,SUP02,227
RCPT0000925,PO0000954,2023-10-27,SKU015,BOM_WH,SUP02,181
RCPT0000926,PO0000955,2023-11-24,SKU015,BOM_WH,SUP02,180
RCPT0000927,PO0000956,2023-11-24,SKU015,BOM_WH,SUP02,227
RCPT0000928,PO0000957,2024-01-12,SKU015,BOM_WH,SUP03,171
RCPT0000929,PO0000958,2024-01-12,SKU015,BOM_WH,SUP02,227
RCPT0000930,PO0000959,2024-01-19,SKU015,BOM_WH,SUP02,227
RCPT0000931,PO0000960,2024-03-22,SKU015,BOM_WH,SUP02,163
RCPT0000932,PO0000961,2024-04-19,SKU015,BOM_WH,SUP02,150
RCPT0000933,PO0000962,2024-04-26,SKU015,BOM_WH,SUP02,198
RCPT0000934,PO0000963,2024-05-31,SKU015,BOM_WH,SUP02,217
RCPT0000935,PO0000964,2024-05-31,SKU015,BOM_WH,SUP02,227
RCPT0000936,PO0000965,2024-07-12,SKU015,BOM_WH,SUP02,193
RCPT0000937,PO0000966,2024-08-09,SKU015,BOM_WH,SUP02,189
RCPT0000938,PO0000967,2024-09-06,SKU015,BOM_WH,SUP02,171
RCPT0000939,PO0000969,2024-10-18,SKU015,BOM_WH,SUP03,202
RCPT0000940,PO0000970,2024-10-18,SKU015,BOM_WH,SUP02,227
RCPT0000941,PO0000968,2024-10-25,SKU015,BOM_WH,SUP03,152
RCPT0000942,PO0000971,2024-12-20,SKU015,BOM_WH,SUP02,181
RCPT0000943,PO0000972,2025-01-03,SKU015,BOM_WH,SUP02,156
RCPT0000944,PO0000973,2025-01-17,SKU015,BOM_WH,SUP02,182
RCPT0000945,PO0000974,2025-02-14,SKU015,BOM_WH,SUP02,156
RCPT0000946,PO0000975,2025-02-14,SKU015,BOM_WH,SUP02,227
RCPT0000947,PO0000976,2025-03-07,SKU015,BOM_WH,SUP02,227
RCPT0000948,PO0000977,2025-05-09,SKU015,BOM_WH,SUP03,159
RCPT0000949,PO0000978,2025-05-16,SKU015,BOM_WH,SUP02,217
RCPT0000950,PO0000980,2025-05-23,SKU015,BOM_WH,SUP02,154
RCPT0000951,PO0000979,2025-05-30,SKU015,BOM_WH,SUP02,227
RCPT0000952,PO0000982,2025-07-25,SKU015,BOM_WH,SUP02,215
RCPT0000953,PO0000981,2025-08-01,SKU015,BOM_WH,SUP03,154
RCPT0000954,PO0000983,2025-09-19,SKU015,BOM_WH,SUP02,186
RCPT0000955,PO0000984,2025-10-31,SKU015,BOM_WH,SUP05,186
RCPT0000956,PO0000985,2025-11-07,SKU015,BOM_WH,SUP05,227
RCPT0000957,PO0000987,2024-12-20,SKU016,BLR_WH,SUP02,174
RCPT0000958,PO0000988,2025-01-10,SKU016,BLR_WH,SUP02,210
RCPT0000959,PO0000989,2025-01-31,SKU016,BLR_WH,SUP02,172
RCPT0000960,PO0000990,2025-02-07,SKU016,BLR_WH,SUP02,239
RCPT0000961,PO0000991,2025-03-21,SKU016,BLR_WH,SUP02,189
RCPT0000962,PO0000992,2025-03-21,SKU016,BLR_WH,SUP02,239
RCPT0000963,PO0000993,2025-05-16,SKU016,BLR_WH,SUP02,221
RCPT0000964,PO0000994,2025-05-30,SKU016,BLR_WH,SUP02,239
RCPT0000965,PO0000995,2025-06-06,SKU016,BLR_WH,SUP02,176
RCPT0000966,PO0000996,2025-07-18,SKU016,BLR_WH,SUP02,181
RCPT0000967,PO0000997,2025-08-15,SKU016,BLR_WH,SUP02,183
RCPT0000968,PO0000998,2025-09-26,SKU016,BLR_WH,SUP02,166
RCPT0000969,PO0000999,2025-09-26,SKU016,BLR_WH,SUP02,210
RCPT0000970,PO0001000,2025-09-26,SKU016,BLR_WH,SUP02,239
RCPT0000971,PO0001002,2024-12-06,SKU016,MAA_WH,SUP02,192
RCPT0000972,PO0001003,2025-01-03,SKU016,MAA_WH,SUP02,213
RCPT0000973,PO0001004,2025-01-03,SKU016,MAA_WH,SUP02,239
RCPT0000974,PO0001005,2025-02-07,SKU016,MAA_WH,SUP02,235
RCPT0000975,PO0001006,2025-03-14,SKU016,MAA_WH,SUP02,213
RCPT0000976,PO0001007,2025-03-21,SKU016,MAA_WH,SUP02,239
RCPT0000977,PO0001008,2025-05-16,SKU016,MAA_WH,SUP02,172
RCPT0000978,PO0001010,2025-05-23,SKU016,MAA_WH,SUP02,239
RCPT0000979,PO0001009,2025-05-30,SKU016,MAA_WH,SUP02,239
RCPT0000980,PO0001011,2025-06-06,SKU016,MAA_WH,SUP02,164
RCPT0000981,PO0001012,2025-08-08,SKU016,MAA_WH,SUP02,195
RCPT0000982,PO0001013,2025-08-08,SKU016,MAA_WH,SUP02,223
RCPT0000983,PO0001014,2025-10-17,SKU016,MAA_WH,SUP02,179
RCPT0000984,PO0001015,2025-10-24,SKU016,MAA_WH,SUP02,215
RCPT0000985,PO0001016,2025-12-05,SKU016,MAA_WH,SUP02,190
RCPT0000986,PO0001017,2025-12-05,SKU016,MAA_WH,SUP02,239
RCPT0000987,PO0001018,2025-01-31,SKU016,NCR_WH,SUP02,174
RCPT0000988,PO0001019,2025-04-25,SKU016,NCR_WH,SUP02,174
RCPT0000989,PO0001020,2025-05-09,SKU016,NCR_WH,SUP02,190
RCPT0000990,PO0001021,2025-10-03,SKU016,NCR_WH,SUP02,164
RCPT0000991,PO0001022,2025-10-03,SKU016,NCR_WH,SUP02,176
RCPT0000992,PO0001023,2025-10-10,SKU016,NCR_WH,SUP02,186
RCPT0000993,PO0001024,2024-12-20,SKU016,BOM_WH,SUP02,205
RCPT0000994,PO0001025,2024-12-27,SKU016,BOM_WH,SUP02,239
RCPT0000995,PO0001026,2024-12-27,SKU016,BOM_WH,SUP02,239
RCPT0000996,PO0001027,2025-02-28,SKU016,BOM_WH,SUP02,169
RCPT0000997,PO0001028,2025-03-14,SKU016,BOM_WH,SUP02,218
RCPT0000998,PO0001029,2025-05-02,SKU016,BOM_WH,SUP02,193
RCPT0000999,PO0001030,2025-05-16,SKU016,BOM_WH,SUP02,235
RCPT0001000,PO0001031,2025-05-23,SKU016,BOM_WH,SUP02,189
RCPT0001001,PO0001032,2025-06-20,SKU016,BOM_WH,SUP02,174
RCPT0001002,PO0001033,2025-07-25,SKU016,BOM_WH,SUP02,202
RCPT0001003,PO0001034,2025-08-01,SKU016,BOM_WH,SUP02,239
RCPT0001004,PO0001035,2025-10-03,SKU016,BOM_WH,SUP02,165
RCPT0001005,PO0001036,2025-11-07,SKU016,BOM_WH,SUP02,200
RCPT0001006,PO0001037,2025-11-28,SKU016,BOM_WH,SUP02,208
RCPT0001007,PO0001040,2024-10-11,SKU017,MAA_WH,SUP09,39
RCPT0001008,PO0001038,2024-10-25,SKU017,MAA_WH,SUP03,32
RCPT0001009,PO0001039,2024-11-01,SKU017,MAA_WH,SUP03,36
RCPT0001010,PO0001041,2025-03-07,SKU017,MAA_WH,SUP09,34
RCPT0001011,PO0001042,2025-03-14,SKU017,MAA_WH,SUP09,41
RCPT0001012,PO0001043,2025-06-13,SKU017,MAA_WH,SUP03,39
RCPT0001013,PO0001044,2025-06-20,SKU017,MAA_WH,SUP09,47
RCPT0001014,PO0001045,2025-06-27,SKU017,MAA_WH,SUP03,53
RCPT0001015,PO0001046,2025-12-05,SKU017,MAA_WH,SUP09,32
RCPT0001016,PO0001048,2025-09-05,SKU017,NCR_WH,SUP09,32
RCPT0001017,PO0001050,2025-09-19,SKU017,NCR_WH,SUP09,39
RCPT0001018,PO0001049,2025-09-26,SKU017,NCR_WH,SUP05,35
RCPT0001019,PO0001051,2024-06-07,SKU018,BLR_WH,SUP04,208
RCPT0001020,PO0001052,2024-06-21,SKU018,BLR_WH,SUP04,245
RCPT0001021,PO0001053,2024-06-28,SKU018,BLR_WH,SUP04,281
RCPT0001022,PO0001054,2025-01-03,SKU018,BLR_WH,SUP04,213
RCPT0001023,PO0001055,2025-01-03,SKU018,BLR_WH,SUP04,248
RCPT0001024,PO0001056,2025-01-17,SKU018,BLR_WH,SUP04,284
RCPT0001025,PO0001057,2025-01-17,SKU018,BLR_WH,SUP04,284
RCPT0001026,PO0001058,2025-08-08,SKU018,BLR_WH,SUP04,223
RCPT0001027,PO0001059,2025-08-15,SKU018,BLR_WH,SUP04,246
RCPT0001028,PO0001060,2025-08-29,SKU018,BLR_WH,SUP04,268
RCPT0001029,PO0001061,2024-05-10,SKU018,MAA_WH,SUP04,207
RCPT0001030,PO0001063,2024-05-17,SKU018,MAA_WH,SUP10,284
RCPT0001031,PO0001062,2024-05-24,SKU018,MAA_WH,SUP04,248
RCPT0001032,PO0001064,2024-09-27,SKU018,MAA_WH,SUP04,214
RCPT0001033,PO0001065,2024-09-27,SKU018,MAA_WH,SUP04,238
RCPT0001034,PO0001066,2024-10-11,SKU018,MAA_WH,SUP04,269
RCPT0001035,PO0001067,2024-10-25,SKU018,MAA_WH,SUP04,284
RCPT0001036,PO0001068,2025-02-28,SKU018,MAA_WH,SUP04,213
RCPT0001037,PO0001069,2025-03-07,SKU018,MAA_WH,SUP04,248
RCPT0001038,PO0001070,2025-05-30,SKU018,MAA_WH,SUP04,238
RCPT0001039,PO0001071,2025-06-06,SKU018,MAA_WH,SUP04,284
RCPT0001040,PO0001072,2025-06-06,SKU018,MAA_WH,SUP04,284
RCPT0001041,PO0001073,2025-06-13,SKU018,MAA_WH,SUP04,284
RCPT0001042,PO0001075,2025-01-24,SKU018,NCR_WH,SUP04,216
RCPT0001043,PO0001076,2025-01-24,SKU018,NCR_WH,SUP04,227
RCPT0001044,PO0001077,2025-01-31,SKU018,NCR_WH,SUP04,240
RCPT0001045,PO0001078,2025-02-14,SKU018,NCR_WH,SUP04,254
RCPT0001046,PO0001079,2024-04-19,SKU018,BOM_WH,SUP04,226
RCPT0001047,PO0001080,2024-04-26,SKU018,BOM_WH,SUP04,284
RCPT0001048,PO0001081,2024-05-03,SKU018,BOM_WH,SUP10,284
RCPT0001049,PO0001082,2024-08-02,SKU018,BOM_WH,SUP04,203
RCPT0001050,PO0001084,2024-08-09,SKU018,BOM_WH,SUP04,284
RCPT0001051,PO0001083,2024-08-16,SKU018,BOM_WH,SUP04,238
RCPT0001052,PO0001085,2024-08-16,SKU018,BOM_WH,SUP04,284
RCPT0001053,PO0001086,2025-01-17,SKU018,BOM_WH,SUP04,256
RCPT0001054,PO0001087,2025-01-31,SKU018,BOM_WH,SUP04,284
RCPT0001055,PO0001088,2025-01-31,SKU018,BOM_WH,SUP04,284
RCPT0001056,PO0001089,2025-05-16,SKU018,BOM_WH,SUP04,225
RCPT0001057,PO0001090,2025-05-23,SKU018,BOM_WH,SUP04,284
RCPT0001058,PO0001091,2025-05-30,SKU018,BOM_WH,SUP04,284
RCPT0001059,PO0001092,2025-05-30,SKU018,BOM_WH,SUP04,284
RCPT0001060,PO0001093,2025-11-14,SKU018,BOM_WH,SUP04,239
RCPT0001061,PO0001094,2025-11-21,SKU018,BOM_WH,SUP04,273
RCPT0001062,PO0001095,2025-11-21,SKU018,BOM_WH,SUP04,284
RCPT0001063,PO0001096,2025-11-28,SKU018,BOM_WH,SUP04,284
RCPT0001064,PO0001097,2023-09-01,SKU019,BLR_WH,SUP05,402
RCPT0001065,PO0001098,2023-09-08,SKU019,BLR_WH,SUP06,422
RCPT0001066,PO0001099,2023-09-22,SKU019,BLR_WH,SUP05,443
RCPT0001067,PO0001100,2024-05-24,SKU019,BLR_WH,SUP05,407
RCPT0001068,PO0001101,2024-06-07,SKU019,BLR_WH,SUP05,441
RCPT0001069,PO0001103,2024-12-20,SKU019,BLR_WH,SUP04,442
RCPT0001070,PO0001102,2024-12-27,SKU019,BLR_WH,SUP05,390
RCPT0001071,PO0001104,2025-01-03,SKU019,BLR_WH,SUP05,487
RCPT0001072,PO0001105,2025-01-03,SKU019,BLR_WH,SUP05,543
RCPT0001073,PO0001107,2023-09-15,SKU019,MAA_WH,SUP05,392
RCPT0001074,PO0001109,2023-09-15,SKU019,MAA_WH,SUP06,412
RCPT0001075,PO0001108,2023-09-22,SKU019,MAA_WH,SUP05,402
RCPT0001076,PO0001110,2025-02-28,SKU019,MAA_WH,SUP06,393
RCPT0001077,PO0001111,2025-08-15,SKU019,MAA_WH,SUP06,388
RCPT0001078,PO0001112,2025-08-22,SKU019,MAA_WH,SUP05,398
RCPT0001079,PO0001113,2025-08-22,SKU019,MAA_WH,SUP06,410
RCPT0001080,PO0001114,2023-12-22,SKU019,NCR_WH,SUP06,401
RCPT0001081,PO0001115,2024-07-12,SKU019,NCR_WH,SUP06,396
RCPT0001082,PO0001116,2024-07-19,SKU019,NCR_WH,SUP06,405
RCPT0001083,PO0001117,2025-11-07,SKU019,NCR_WH,SUP06,389
RCPT0001084,PO0001119,2025-11-07,SKU019,NCR_WH,SUP06,405
RCPT0001085,PO0001118,2025-11-14,SKU019,NCR_WH,SUP05,396
RCPT0001086,PO0001120,2023-09-22,SKU019,BOM_WH,SUP05,394
RCPT0001087,PO0001121,2023-09-29,SKU019,BOM_WH,SUP05,413
RCPT0001088,PO0001122,2023-09-29,SKU019,BOM_WH,SUP05,436
RCPT0001089,PO0001123,2023-10-06,SKU019,BOM_WH,SUP05,454
RCPT0001090,PO0001124,2024-12-13,SKU019,BOM_WH,SUP05,391
RCPT0001091,PO0001125,2024-12-13,SKU019,BOM_WH,SUP04,431
RCPT0001092,PO0001126,2024-12-20,SKU019,BOM_WH,SUP05,463
RCPT0001093,PO0001127,2024-12-27,SKU019,BOM_WH,SUP05,501
RCPT0001094,PO0001128,2023-02-10,SKU020,BLR_WH,SUP05,58
RCPT0001095,PO0001129,2023-02-24,SKU020,BLR_WH,SUP05,80
RCPT0001096,PO0001130,2023-02-24,SKU020,BLR_WH,SUP05,91
RCPT0001097,PO0001131,2023-03-10,SKU020,BLR_WH,SUP05,58
RCPT0001098,PO0001132,2023-03-17,SKU020,BLR_WH,SUP05,91
RCPT0001099,PO0001133,2023-06-09,SKU020,BLR_WH,SUP05,70
RCPT0001100,PO0001134,2023-06-16,SKU020,BLR_WH,SUP05,91
RCPT0001101,PO0001135,2023-06-23,SKU020,BLR_WH,SUP05,91
RCPT0001102,PO0001136,2023-06-23,SKU020,BLR_WH,SUP01,91
RCPT0001103,PO0001137,2023-06-30,SKU020,BLR_WH,SUP05,91
RCPT0001104,PO0001138,2023-12-01,SKU020,BLR_WH,SUP01,57
RCPT0001105,PO0001139,2023-12-01,SKU020,BLR_WH,SUP05,71
RCPT0001106,PO0001140,2023-12-08,SKU020,BLR_WH,SUP01,82
RCPT0001107,PO0001141,2023-12-22,SKU020,BLR_WH,SUP05,91
RCPT0001108,PO0001142,2024-04-12,SKU020,BLR_WH,SUP05,77
RCPT0001109,PO0001143,2024-04-12,SKU020,BLR_WH,SUP01,91
RCPT0001110,PO0001144,2024-04-26,SKU020,BLR_WH,SUP05,91
RCPT0001111,PO0001145,2024-04-26,SKU020,BLR_WH,SUP05,91
RCPT0001112,PO0001146,2024-09-27,SKU020,BLR_WH,SUP05,58
RCPT0001113,PO0001147,2024-10-11,SKU020,BLR_WH,SUP05,69
RCPT0001114,PO0001148,2024-10-11,SKU020,BLR_WH,SUP05,81
RCPT0001115,PO0001149,2025-02-14,SKU020,BLR_WH,SUP05,62
RCPT0001116,PO0001150,2025-02-21,SKU020,BLR_WH,SUP05,71
RCPT0001117,PO0001151,2025-02-21,SKU020,BLR_WH,SUP05,84
RCPT0001118,PO0001152,2025-03-14,SKU020,BLR_WH,SUP05,91
RCPT0001119,PO0001153,2025-10-03,SKU020,BLR_WH,SUP05,58
RCPT0001120,PO0001155,2025-10-03,SKU020,BLR_WH,SUP05,69
RCPT0001121,PO0001154,2025-10-10,SKU020,BLR_WH,SUP05,63
RCPT0001122,PO0001156,2025-10-10,SKU020,BLR_WH,SUP05,75
RCPT0001123,PO0001157,2025-10-17,SKU020,BLR_WH,SUP05,81
RCPT0001124,PO0001158,2023-03-10,SKU020,MAA_WH,SUP05,85
RCPT0001125,PO0001159,2023-03-17,SKU020,MAA_WH,SUP05,91
RCPT0001126,PO0001160,2023-03-24,SKU020,MAA_WH,SUP05,91
RCPT0001127,PO0001161,2023-05-19,SKU020,MAA_WH,SUP05,65
RCPT0001128,PO0001163,2023-06-02,SKU020,MAA_WH,SUP01,91
RCPT0001129,PO0001162,2023-06-09,SKU020,MAA_WH,SUP05,91
RCPT0001130,PO0001164,2023-06-16,SKU020,MAA_WH,SUP05,57
RCPT0001131,PO0001165,2023-06-23,SKU020,MAA_WH,SUP05,84
RCPT0001132,PO0001166,2023-09-29,SKU020,MAA_WH,SUP05,69
RCPT0001133,PO0001167,2023-09-29,SKU020,MAA_WH,SUP05,89
RCPT0001134,PO0001168,2023-09-29,SKU020,MAA_WH,SUP05,91
RCPT0001135,PO0001169,2023-10-13,SKU020,MAA_WH,SUP05,91
RCPT0001136,PO0001170,2023-10-13,SKU020,MAA_WH,SUP05,91
RCPT0001137,PO0001171,2024-03-08,SKU020,MAA_WH,SUP05,72
RCPT0001138,PO0001172,2024-03-08,SKU020,MAA_WH,SUP05,91
RCPT0001139,PO0001173,2024-03-15,SKU020,MAA_WH,SUP05,91
RCPT0001140,PO0001174,2024-03-29,SKU020,MAA_WH,SUP05,91
RCPT0001141,PO0001175,2024-06-14,SKU020,MAA_WH,SUP05,54
RCPT0001142,PO0001176,2024-06-28,SKU020,MAA_WH,SUP05,72
RCPT0001143,PO0001177,2024-08-23,SKU020,MAA_WH,SUP05,62
RCPT0001144,PO0001178,2024-08-30,SKU020,MAA_WH,SUP05,79
RCPT0001145,PO0001179,2024-08-30,SKU020,MAA_WH,SUP05,91
RCPT0001146,PO0001180,2024-09-06,SKU020,MAA_WH,SUP05,91
RCPT0001147,PO0001181,2025-02-14,SKU020,MAA_WH,SUP05,62
RCPT0001148,PO0001182,2025-02-28,SKU020,MAA_WH,SUP05,79
RCPT0001149,PO0001183,2025-02-28,SKU020,MAA_WH,SUP05,91
RCPT0001150,PO0001184,2025-03-07,SKU020,MAA_WH,SUP05,91
RCPT0001151,PO0001185,2025-03-14,SKU020,MAA_WH,SUP05,58
RCPT0001152,PO0001186,2025-09-12,SKU020,MAA_WH,SUP05,61
RCPT0001153,PO0001187,2025-09-26,SKU020,MAA_WH,SUP05,68
RCPT0001154,PO0001188,2025-10-03,SKU020,MAA_WH,SUP05,75
RCPT0001155,PO0001189,2023-06-23,SKU020,NCR_WH,SUP05,61
RCPT0001156,PO0001191,2023-06-23,SKU020,NCR_WH,SUP05,88
RCPT0001157,PO0001190,2023-06-30,SKU020,NCR_WH,SUP05,75
RCPT0001158,PO0001192,2023-06-30,SKU020,NCR_WH,SUP05,91
RCPT0001159,PO0001193,2023-07-14,SKU020,NCR_WH,SUP05,91
RCPT0001160,PO0001194,2024-03-01,SKU020,NCR_WH,SUP05,62
RCPT0001161,PO0001195,2024-03-08,SKU020,NCR_WH,SUP05,74
RCPT0001162,PO0001196,2024-03-22,SKU020,NCR_WH,SUP01,86
RCPT0001163,PO0001197,2024-07-05,SKU020,NCR_WH,SUP05,56
RCPT0001164,PO0001198,2024-07-19,SKU020,NCR_WH,SUP05,64
RCPT0001165,PO0001199,2024-07-26,SKU020,NCR_WH,SUP01,73
RCPT0001166,PO0001200,2025-01-10,SKU020,NCR_WH,SUP05,61
RCPT0001167,PO0001201,2025-01-17,SKU020,NCR_WH,SUP05,68
RCPT0001168,PO0001202,2025-01-31,SKU020,NCR_WH,SUP05,74
RCPT0001169,PO0001203,2025-07-18,SKU020,NCR_WH,SUP05,56
RCPT0001170,PO0001204,2025-08-01,SKU020,NCR_WH,SUP05,62
RCPT0001171,PO0001205,2025-08-01,SKU020,NCR_WH,SUP05,66
RCPT0001172,PO0001206,2023-04-07,SKU020,BOM_WH,SUP01,55
RCPT0001173,PO0001207,2023-04-21,SKU020,BOM_WH,SUP05,73
RCPT0001174,PO0001208,2023-04-28,SKU020,BOM_WH,SUP05,89
RCPT0001175,PO0001209,2023-04-28,SKU020,BOM_WH,SUP05,54
RCPT0001176,PO0001210,2023-05-05,SKU020,BOM_WH,SUP01,77
RCPT0001177,PO0001211,2023-09-22,SKU020,BOM_WH,SUP05,58
RCPT0001178,PO0001212,2023-10-06,SKU020,BOM_WH,SUP05,67
RCPT0001179,PO0001213,2023-10-06,SKU020,BOM_WH,SUP05,77
RCPT0001180,PO0001214,2024-01-26,SKU020,BOM_WH,SUP05,64
RCPT0001181,PO0001215,2024-02-02,SKU020,BOM_WH,SUP05,75
RCPT0001182,PO0001216,2024-04-19,SKU020,BOM_WH,SUP05,67
RCPT0001183,PO0001218,2024-05-03,SKU020,BOM_WH,SUP05,91
RCPT0001184,PO0001217,2024-05-10,SKU020,BOM_WH,SUP05,77
RCPT0001185,PO0001219,2024-09-13,SKU020,BOM_WH,SUP05,58
RCPT0001186,PO0001220,2024-09-20,SKU020,BOM_WH,SUP05,67
RCPT0001187,PO0001221,2024-10-11,SKU020,BOM_WH,SUP05,74
RCPT0001188,PO0001222,2025-03-21,SKU020,BOM_WH,SUP05,56
RCPT0001189,PO0001223,2025-04-04,SKU020,BOM_WH,SUP05,67
RCPT0001190,PO0001224,2025-04-04,SKU020,BOM_WH,SUP05,75
RCPT0001191,PO0001225,2025-04-04,SKU020,BOM_WH,SUP05,85
RCPT0001192,PO0001226,2024-08-23,SKU021,BLR_WH,SUP07,308
RCPT0001193,PO0001227,2024-09-06,SKU021,BLR_WH,SUP07,316
RCPT0001194,PO0001228,2025-05-30,SKU021,BLR_WH,SUP07,305
RCPT0001195,PO0001229,2025-05-30,SKU021,BLR_WH,SUP07,325
RCPT0001196,PO0001230,2025-06-06,SKU021,BLR_WH,SUP07,342
RCPT0001197,PO0001231,2025-06-06,SKU021,BLR_WH,SUP07,362
RCPT0001198,PO0001232,2023-01-06,SKU021,MAA_WH,SUP07,376
RCPT0001199,PO0001233,2023-01-06,SKU021,MAA_WH,SUP07,376
RCPT0001200,PO0001234,2023-01-13,SKU021,MAA_WH,SUP07,376
