item_id,location_id,week_ending,qty_sold,on_hand,forecast_qty,category,shelf_life_days,launch_date,obsolete_date
SKU006,NCR_WH,2023-08-11,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-08-18,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-08-25,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-09-01,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-09-08,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-09-15,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-09-22,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-09-29,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-10-06,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-10-13,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-10-20,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-10-27,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-11-03,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-11-10,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-11-17,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-11-24,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-12-01,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-12-08,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-12-15,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-12-22,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2023-12-29,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-01-05,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-01-12,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-01-19,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-01-26,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-02-02,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-02-09,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-02-16,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-02-23,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-03-01,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-03-08,0,349,2,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-03-15,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-03-22,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-03-29,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-04-05,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-04-12,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-04-19,0,349,2,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-04-26,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-05-03,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-05-10,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-05-17,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-05-24,0,349,2,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-05-31,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-06-07,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-06-14,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-06-21,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-06-28,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-07-05,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-07-12,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-07-19,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-07-26,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-08-02,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-08-09,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-08-16,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-08-23,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-08-30,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-09-06,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-09-13,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-09-20,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-09-27,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-10-04,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-10-11,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-10-18,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-10-25,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-11-01,0,349,0,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-11-08,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-11-15,0,349,1,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-11-22,51,298,5,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-11-29,59,239,14,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-12-06,47,192,24,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-12-13,55,137,27,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-12-20,68,69,32,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2024-12-27,72,100,44,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-01-03,64,36,50,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-01-10,69,0,53,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-01-17,56,252,67,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-01-24,71,181,66,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-01-31,88,93,59,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-02-07,87,6,71,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-02-14,89,0,70,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-02-21,85,253,64,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-02-28,86,167,68,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-03-07,79,88,70,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-03-14,98,0,85,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-03-21,95,77,84,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-03-28,97,0,81,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-04-04,83,0,86,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-04-11,61,283,92,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-04-18,105,178,91,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-04-25,83,95,96,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-05-02,77,18,85,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-05-09,96,0,101,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-05-16,80,74,88,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-05-23,97,149,81,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-05-30,89,60,87,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-06-06,88,0,78,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-06-13,62,0,81,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-06-20,89,195,88,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-06-27,76,291,90,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-07-04,67,224,78,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-07-11,71,153,102,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-07-18,49,104,73,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-07-25,70,34,59,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-08-01,54,0,75,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-08-08,50,0,70,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-08-15,47,263,62,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-08-22,70,365,57,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-08-29,54,311,60,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-09-05,72,239,68,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-09-12,54,185,60,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-09-19,44,141,47,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-09-26,49,92,36,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-10-03,71,21,60,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-10-10,59,0,53,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-10-17,56,267,57,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-10-24,64,203,54,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-10-31,70,133,53,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-11-07,78,55,57,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-11-14,84,0,62,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-11-21,68,49,74,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-11-28,59,162,71,NewLaunch,270,2024-11-22,
SKU006,NCR_WH,2025-12-05,72,90,61,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2022-12-09,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2022-12-16,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2022-12-23,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2022-12-30,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-01-06,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-01-13,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-01-20,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-01-27,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-02-03,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-02-10,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-02-17,0,330,2,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-02-24,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-03-03,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-03-10,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-03-17,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-03-24,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-03-31,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-04-07,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-04-14,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-04-21,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-04-28,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-05-05,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-05-12,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-05-19,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-05-26,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-06-02,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-06-09,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-06-16,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-06-23,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-06-30,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-07-07,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-07-14,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-07-21,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-07-28,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-08-04,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-08-11,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-08-18,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-08-25,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-09-01,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-09-08,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-09-15,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-09-22,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-09-29,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-10-06,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-10-13,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-10-20,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-10-27,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-11-03,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-11-10,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-11-17,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-11-24,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-12-01,0,330,2,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-12-08,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-12-15,0,330,2,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-12-22,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2023-12-29,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-01-05,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-01-12,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-01-19,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-01-26,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-02-02,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-02-09,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-02-16,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-02-23,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-03-01,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-03-08,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-03-15,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-03-22,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-03-29,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-04-05,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-04-12,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-04-19,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-04-26,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-05-03,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-05-10,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-05-17,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-05-24,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-05-31,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-06-07,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-06-14,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-06-21,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-06-28,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-07-05,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-07-12,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-07-19,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-07-26,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-08-02,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-08-09,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-08-16,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-08-23,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-08-30,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-09-06,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-09-13,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-09-20,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-09-27,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-10-04,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-10-11,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-10-18,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-10-25,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-11-01,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-11-08,0,330,1,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-11-15,0,330,0,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-11-22,38,292,5,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-11-29,33,259,8,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-12-06,34,225,12,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-12-13,44,181,20,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-12-20,43,138,27,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2024-12-27,46,92,32,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-01-03,42,50,35,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-01-10,48,2,37,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-01-17,44,250,47,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-01-24,61,189,48,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-01-31,64,125,59,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-02-07,41,84,43,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-02-14,50,34,54,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-02-21,47,125,52,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-02-28,55,70,49,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-03-07,62,8,60,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-03-14,49,225,56,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-03-21,55,170,48,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-03-28,55,115,51,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-04-04,66,49,50,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-04-11,65,107,54,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-04-18,57,50,62,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-04-25,65,0,65,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-05-02,57,237,60,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-05-09,59,178,55,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-05-16,76,102,65,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-05-23,71,31,69,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-05-30,47,0,50,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-06-06,64,77,63,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-06-13,62,187,61,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-06-20,44,143,66,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-06-27,59,84,63,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-07-04,62,22,64,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-07-11,41,0,54,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-07-18,41,109,53,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-07-25,54,227,58,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-08-01,47,180,51,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-08-08,48,132,50,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-08-15,46,86,42,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-08-22,45,41,48,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-08-29,34,138,36,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-09-05,48,90,43,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-09-12,49,41,47,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-09-19,40,1,48,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-09-26,42,90,40,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-10-03,33,228,44,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-10-10,46,182,48,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-10-17,47,135,40,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-10-24,44,91,37,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-10-31,54,37,46,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-11-07,45,0,39,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-11-14,53,82,42,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-11-21,43,211,50,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-11-28,53,158,57,NewLaunch,270,2024-11-22,
SKU006,BOM_WH,2025-12-05,53,105,44,NewLaunch,270,2024-11-22,
SKU007,BLR_WH,2022-12-09,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2022-12-16,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2022-12-23,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2022-12-30,0,216,2,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-01-06,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-01-13,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-01-20,0,216,2,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-01-27,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-02-03,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-02-10,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-02-17,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-02-24,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-03-03,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-03-10,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-03-17,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-03-24,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-03-31,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-04-07,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-04-14,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-04-21,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-04-28,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-05-05,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-05-12,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-05-19,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-05-26,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-06-02,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-06-09,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-06-16,0,216,1,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-06-23,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-06-30,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-07-07,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-07-14,0,216,0,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-07-21,44,172,4,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-07-28,39,133,12,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-08-04,40,93,14,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-08-11,45,370,24,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-08-18,36,334,22,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-08-25,29,667,31,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-09-01,48,619,34,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-09-08,45,574,40,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-09-15,30,544,46,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-09-22,41,503,34,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-09-29,34,469,41,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-10-06,38,431,40,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-10-13,39,392,51,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-10-20,36,356,35,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-10-27,33,323,35,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-11-03,57,266,42,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-11-10,56,210,41,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-11-17,58,152,42,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-11-24,67,388,53,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-12-01,62,326,50,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-12-08,78,248,51,Seasonal,270,2023-07-17,
SKU007,BLR_WH,2023-12-15,89,159,67,Seasonal,270,2023-07-17,
