po_id,order_week,expected_week,item_id,location_id,supplier_id,qty_ordered
PO0000961,2024-04-05,2024-04-14,SKU015,BOM_WH,SUP02,150
PO0000962,2024-04-12,2024-04-21,SKU015,BOM_WH,SUP02,198
PO0000963,2024-05-17,2024-05-25,SKU015,BOM_WH,SUP02,217
PO0000964,2024-05-24,2024-05-31,SKU015,BOM_WH,SUP02,227
PO0000965,2024-07-05,2024-07-11,SKU015,BOM_WH,SUP02,193
PO0000966,2024-08-02,2024-08-09,SKU015,BOM_WH,SUP02,189
PO0000967,2024-08-30,2024-09-04,SKU015,BOM_WH,SUP02,171
PO0000968,2024-09-27,2024-10-19,SKU015,BOM_WH,SUP03,152
PO0000969,2024-10-04,2024-10-18,SKU015,BOM_WH,SUP03,202
PO0000970,2024-10-11,2024-10-17,SKU015,BOM_WH,SUP02,227
PO0000971,2024-12-13,2024-12-20,SKU015,BOM_WH,SUP02,181
PO0000972,2024-12-27,2025-01-01,SKU015,BOM_WH,SUP02,156
PO0000973,2025-01-10,2025-01-15,SKU015,BOM_WH,SUP02,182
PO0000974,2025-01-24,2025-02-08,SKU015,BOM_WH,SUP02,156
PO0000975,2025-01-31,2025-02-13,SKU015,BOM_WH,SUP02,227
PO0000976,2025-02-07,2025-03-01,SKU015,BOM_WH,SUP02,227
PO0000977,2025-04-18,2025-05-09,SKU015,BOM_WH,SUP03,159
PO0000978,2025-04-25,2025-05-14,SKU015,BOM_WH,SUP02,217
PO0000979,2025-05-02,2025-05-25,SKU015,BOM_WH,SUP02,227
PO0000980,2025-05-09,2025-05-22,SKU015,BOM_WH,SUP02,154
PO0000981,2025-07-11,2025-07-30,SKU015,BOM_WH,SUP03,154
PO0000982,2025-07-18,2025-07-25,SKU015,BOM_WH,SUP02,215
PO0000983,2025-09-12,2025-09-19,SKU015,BOM_WH,SUP02,186
PO0000984,2025-10-17,2025-10-29,SKU015,BOM_WH,SUP05,186
PO0000985,2025-10-24,2025-11-07,SKU015,BOM_WH,SUP05,227
PO0000986,2025-12-05,2025-12-13,SKU015,BOM_WH,SUP02,192
PO0000987,2024-12-13,2024-12-18,SKU016,BLR_WH,SUP02,174
PO0000988,2025-01-03,2025-01-10,SKU016,BLR_WH,SUP02,210
PO0000989,2025-01-17,2025-01-29,SKU016,BLR_WH,SUP02,172
PO0000990,2025-01-24,2025-02-06,SKU016,BLR_WH,SUP02,239
PO0000991,2025-03-07,2025-03-20,SKU016,BLR_WH,SUP02,189
PO0000992,2025-03-14,2025-03-19,SKU016,BLR_WH,SUP02,239
PO0000993,2025-05-02,2025-05-15,SKU016,BLR_WH,SUP02,221
PO0000994,2025-05-09,2025-05-24,SKU016,BLR_WH,SUP02,239
PO0000995,2025-05-23,2025-06-06,SKU016,BLR_WH,SUP02,176
PO0000996,2025-07-11,2025-07-17,SKU016,BLR_WH,SUP02,181
PO0000997,2025-08-08,2025-08-13,SKU016,BLR_WH,SUP02,183
PO0000998,2025-09-05,2025-09-21,SKU016,BLR_WH,SUP02,166
PO0000999,2025-09-12,2025-09-25,SKU016,BLR_WH,SUP02,210
PO0001000,2025-09-19,2025-09-26,SKU016,BLR_WH,SUP02,239
PO0001001,2025-12-05,2025-12-13,SKU016,BLR_WH,SUP02,189
PO0001002,2024-11-29,2024-12-06,SKU016,MAA_WH,SUP02,192
PO0001003,2024-12-20,2025-01-02,SKU016,MAA_WH,SUP02,213
PO0001004,2024-12-27,2025-01-01,SKU016,MAA_WH,SUP02,239
PO0001005,2025-01-31,2025-02-06,SKU016,MAA_WH,SUP02,235
PO0001006,2025-02-28,2025-03-12,SKU016,MAA_WH,SUP02,213
PO0001007,2025-03-07,2025-03-19,SKU016,MAA_WH,SUP02,239
PO0001008,2025-04-25,2025-05-10,SKU016,MAA_WH,SUP02,172
PO0001009,2025-05-02,2025-05-24,SKU016,MAA_WH,SUP02,239
PO0001010,2025-05-09,2025-05-21,SKU016,MAA_WH,SUP02,239
PO0001011,2025-05-16,2025-06-05,SKU016,MAA_WH,SUP02,164
PO0001012,2025-07-25,2025-08-02,SKU016,MAA_WH,SUP02,195
PO0001013,2025-08-01,2025-08-07,SKU016,MAA_WH,SUP02,223
PO0001014,2025-10-03,2025-10-15,SKU016,MAA_WH,SUP02,179
PO0001015,2025-10-10,2025-10-18,SKU016,MAA_WH,SUP02,215
PO0001016,2025-11-21,2025-12-05,SKU016,MAA_WH,SUP02,190
PO0001017,2025-11-28,2025-12-05,SKU016,MAA_WH,SUP02,239
PO0001018,2025-01-24,2025-01-30,SKU016,NCR_WH,SUP02,174
PO0001019,2025-04-11,2025-04-23,SKU016,NCR_WH,SUP02,174
PO0001020,2025-04-18,2025-05-04,SKU016,NCR_WH,SUP02,190
PO0001021,2025-09-12,2025-09-28,SKU016,NCR_WH,SUP02,164
PO0001022,2025-09-19,2025-09-28,SKU016,NCR_WH,SUP02,176
PO0001023,2025-09-26,2025-10-04,SKU016,NCR_WH,SUP02,186
PO0001024,2024-11-29,2024-12-15,SKU016,BOM_WH,SUP02,205
PO0001025,2024-12-06,2024-12-22,SKU016,BOM_WH,SUP02,239
PO0001026,2024-12-13,2024-12-21,SKU016,BOM_WH,SUP02,239
PO0001027,2025-02-14,2025-02-26,SKU016,BOM_WH,SUP02,169
PO0001028,2025-02-21,2025-03-12,SKU016,BOM_WH,SUP02,218
PO0001029,2025-04-18,2025-04-30,SKU016,BOM_WH,SUP02,193
PO0001030,2025-04-25,2025-05-15,SKU016,BOM_WH,SUP02,235
PO0001031,2025-05-09,2025-05-22,SKU016,BOM_WH,SUP02,189
PO0001032,2025-06-13,2025-06-19,SKU016,BOM_WH,SUP02,174
PO0001033,2025-07-11,2025-07-19,SKU016,BOM_WH,SUP02,202
PO0001034,2025-07-18,2025-07-26,SKU016,BOM_WH,SUP02,239
PO0001035,2025-09-26,2025-10-02,SKU016,BOM_WH,SUP02,165
PO0001036,2025-10-31,2025-11-07,SKU016,BOM_WH,SUP02,200
PO0001037,2025-11-21,2025-11-26,SKU016,BOM_WH,SUP02,208
PO0001038,2024-09-20,2024-10-20,SKU017,MAA_WH,SUP03,32
PO0001039,2024-09-27,2024-10-27,SKU017,MAA_WH,SUP03,36
PO0001040,2024-10-04,2024-10-11,SKU017,MAA_WH,SUP09,39
PO0001041,2025-02-21,2025-03-05,SKU017,MAA_WH,SUP09,34
PO0001042,2025-02-28,2025-03-12,SKU017,MAA_WH,SUP09,41
PO0001043,2025-05-23,2025-06-12,SKU017,MAA_WH,SUP03,39
PO0001044,2025-05-30,2025-06-15,SKU017,MAA_WH,SUP09,47
PO0001045,2025-06-06,2025-06-25,SKU017,MAA_WH,SUP03,53
PO0001046,2025-11-21,2025-12-05,SKU017,MAA_WH,SUP09,32
PO0001047,2025-11-28,2025-12-13,SKU017,MAA_WH,SUP09,36
PO0001048,2025-08-15,2025-08-30,SKU017,NCR_WH,SUP09,32
PO0001049,2025-08-22,2025-09-21,SKU017,NCR_WH,SUP05,35
PO0001050,2025-08-29,2025-09-17,SKU017,NCR_WH,SUP09,39
PO0001051,2024-05-17,2024-06-07,SKU018,BLR_WH,SUP04,208
PO0001052,2024-05-24,2024-06-20,SKU018,BLR_WH,SUP04,245
PO0001053,2024-05-31,2024-06-26,SKU018,BLR_WH,SUP04,281
PO0001054,2024-12-06,2025-01-03,SKU018,BLR_WH,SUP04,213
PO0001055,2024-12-13,2025-01-01,SKU018,BLR_WH,SUP04,248
PO0001056,2024-12-20,2025-01-17,SKU018,BLR_WH,SUP04,284
PO0001057,2024-12-27,2025-01-15,SKU018,BLR_WH,SUP04,284
PO0001058,2025-07-18,2025-08-08,SKU018,BLR_WH,SUP04,223
PO0001059,2025-07-25,2025-08-15,SKU018,BLR_WH,SUP04,246
PO0001060,2025-08-01,2025-08-27,SKU018,BLR_WH,SUP04,268
PO0001061,2024-04-19,2024-05-09,SKU018,MAA_WH,SUP04,207
PO0001062,2024-04-26,2024-05-18,SKU018,MAA_WH,SUP04,248
PO0001063,2024-05-03,2024-05-17,SKU018,MAA_WH,SUP10,284
PO0001064,2024-08-30,2024-09-22,SKU018,MAA_WH,SUP04,214
PO0001065,2024-09-06,2024-09-26,SKU018,MAA_WH,SUP04,238
PO0001066,2024-09-13,2024-10-10,SKU018,MAA_WH,SUP04,269
PO0001067,2024-09-20,2024-10-19,SKU018,MAA_WH,SUP04,284
PO0001068,2025-02-14,2025-02-26,SKU018,MAA_WH,SUP04,213
PO0001069,2025-02-21,2025-03-05,SKU018,MAA_WH,SUP04,248
PO0001070,2025-05-02,2025-05-25,SKU018,MAA_WH,SUP04,238
PO0001071,2025-05-09,2025-06-05,SKU018,MAA_WH,SUP04,284
PO0001072,2025-05-16,2025-06-05,SKU018,MAA_WH,SUP04,284
PO0001073,2025-05-23,2025-06-12,SKU018,MAA_WH,SUP04,284
PO0001074,2025-12-05,2025-12-25,SKU018,MAA_WH,SUP04,218
PO0001075,2024-12-27,2025-01-18,SKU018,NCR_WH,SUP04,216
PO0001076,2025-01-03,2025-01-24,SKU018,NCR_WH,SUP04,227
PO0001077,2025-01-10,2025-01-31,SKU018,NCR_WH,SUP04,240
PO0001078,2025-01-17,2025-02-08,SKU018,NCR_WH,SUP04,254
PO0001079,2024-03-29,2024-04-17,SKU018,BOM_WH,SUP04,226
PO0001080,2024-04-05,2024-04-25,SKU018,BOM_WH,SUP04,284
PO0001081,2024-04-12,2024-04-27,SKU018,BOM_WH,SUP10,284
PO0001082,2024-07-05,2024-08-01,SKU018,BOM_WH,SUP04,203
PO0001083,2024-07-12,2024-08-11,SKU018,BOM_WH,SUP04,238
PO0001084,2024-07-19,2024-08-09,SKU018,BOM_WH,SUP04,284
PO0001085,2024-07-26,2024-08-16,SKU018,BOM_WH,SUP04,284
PO0001086,2024-12-27,2025-01-17,SKU018,BOM_WH,SUP04,256
PO0001087,2025-01-03,2025-01-25,SKU018,BOM_WH,SUP04,284
PO0001088,2025-01-10,2025-01-30,SKU018,BOM_WH,SUP04,284
PO0001089,2025-04-18,2025-05-15,SKU018,BOM_WH,SUP04,225
PO0001090,2025-04-25,2025-05-22,SKU018,BOM_WH,SUP04,284
PO0001091,2025-05-02,2025-05-24,SKU018,BOM_WH,SUP04,284
PO0001092,2025-05-09,2025-05-28,SKU018,BOM_WH,SUP04,284
PO0001093,2025-10-17,2025-11-13,SKU018,BOM_WH,SUP04,239
PO0001094,2025-10-24,2025-11-16,SKU018,BOM_WH,SUP04,273
PO0001095,2025-10-31,2025-11-20,SKU018,BOM_WH,SUP04,284
PO0001096,2025-11-07,2025-11-23,SKU018,BOM_WH,SUP04,284
PO0001097,2023-08-11,2023-09-01,SKU019,BLR_WH,SUP05,402
PO0001098,2023-08-18,2023-09-02,SKU019,BLR_WH,SUP06,422
PO0001099,2023-08-25,2023-09-16,SKU019,BLR_WH,SUP05,443
PO0001100,2024-05-10,2024-05-23,SKU019,BLR_WH,SUP05,407
PO0001101,2024-05-17,2024-06-07,SKU019,BLR_WH,SUP05,441
PO0001102,2024-11-22,2024-12-22,SKU019,BLR_WH,SUP05,390
PO0001103,2024-11-29,2024-12-18,SKU019,BLR_WH,SUP04,442
PO0001104,2024-12-06,2024-12-29,SKU019,BLR_WH,SUP05,487
PO0001105,2024-12-13,2025-01-03,SKU019,BLR_WH,SUP05,543
PO0001106,2025-12-05,2025-12-13,SKU019,BLR_WH,SUP06,417
PO0001107,2023-08-25,2023-09-15,SKU019,MAA_WH,SUP05,392
PO0001108,2023-09-01,2023-09-22,SKU019,MAA_WH,SUP05,402
PO0001109,2023-09-08,2023-09-15,SKU019,MAA_WH,SUP06,412
PO0001110,2025-02-21,2025-02-27,SKU019,MAA_WH,SUP06,393
PO0001111,2025-07-25,2025-08-10,SKU019,MAA_WH,SUP06,388
PO0001112,2025-08-01,2025-08-20,SKU019,MAA_WH,SUP05,398
PO0001113,2025-08-08,2025-08-22,SKU019,MAA_WH,SUP06,410
PO0001114,2023-12-15,2023-12-20,SKU019,NCR_WH,SUP06,401
PO0001115,2024-06-28,2024-07-12,SKU019,NCR_WH,SUP06,396
PO0001116,2024-07-05,2024-07-13,SKU019,NCR_WH,SUP06,405
PO0001117,2025-10-17,2025-11-01,SKU019,NCR_WH,SUP06,389
PO0001118,2025-10-24,2025-11-09,SKU019,NCR_WH,SUP05,396
PO0001119,2025-10-31,2025-11-07,SKU019,NCR_WH,SUP06,405
PO0001120,2023-08-25,2023-09-17,SKU019,BOM_WH,SUP05,394
PO0001121,2023-09-01,2023-09-29,SKU019,BOM_WH,SUP05,413
PO0001122,2023-09-08,2023-09-28,SKU019,BOM_WH,SUP05,436
PO0001123,2023-09-15,2023-10-06,SKU019,BOM_WH,SUP05,454
PO0001124,2024-11-15,2024-12-07,SKU019,BOM_WH,SUP05,391
PO0001125,2024-11-22,2024-12-13,SKU019,BOM_WH,SUP04,431
PO0001126,2024-11-29,2024-12-20,SKU019,BOM_WH,SUP05,463
PO0001127,2024-12-06,2024-12-26,SKU019,BOM_WH,SUP05,501
PO0001128,2023-01-20,2023-02-09,SKU020,BLR_WH,SUP05,58
PO0001129,2023-01-27,2023-02-18,SKU020,BLR_WH,SUP05,80
PO0001130,2023-02-03,2023-02-24,SKU020,BLR_WH,SUP05,91
PO0001131,2023-02-10,2023-03-05,SKU020,BLR_WH,SUP05,58
PO0001132,2023-02-17,2023-03-11,SKU020,BLR_WH,SUP05,91
PO0001133,2023-05-05,2023-06-03,SKU020,BLR_WH,SUP05,70
PO0001134,2023-05-12,2023-06-11,SKU020,BLR_WH,SUP05,91
PO0001135,2023-05-19,2023-06-17,SKU020,BLR_WH,SUP05,91
PO0001136,2023-05-26,2023-06-18,SKU020,BLR_WH,SUP01,91
PO0001137,2023-06-02,2023-06-24,SKU020,BLR_WH,SUP05,91
PO0001138,2023-11-03,2023-11-25,SKU020,BLR_WH,SUP01,57
PO0001139,2023-11-10,2023-11-30,SKU020,BLR_WH,SUP05,71
PO0001140,2023-11-17,2023-12-07,SKU020,BLR_WH,SUP01,82
PO0001141,2023-11-24,2023-12-16,SKU020,BLR_WH,SUP05,91
PO0001142,2024-03-15,2024-04-11,SKU020,BLR_WH,SUP05,77
PO0001143,2024-03-22,2024-04-11,SKU020,BLR_WH,SUP01,91
PO0001144,2024-03-29,2024-04-20,SKU020,BLR_WH,SUP05,91
PO0001145,2024-04-05,2024-04-25,SKU020,BLR_WH,SUP05,91
PO0001146,2024-09-06,2024-09-25,SKU020,BLR_WH,SUP05,58
PO0001147,2024-09-13,2024-10-05,SKU020,BLR_WH,SUP05,69
PO0001148,2024-09-20,2024-10-10,SKU020,BLR_WH,SUP05,81
PO0001149,2025-01-17,2025-02-09,SKU020,BLR_WH,SUP05,62
PO0001150,2025-01-24,2025-02-15,SKU020,BLR_WH,SUP05,71
PO0001151,2025-01-31,2025-02-20,SKU020,BLR_WH,SUP05,84
PO0001152,2025-02-07,2025-03-08,SKU020,BLR_WH,SUP05,91
PO0001153,2025-08-29,2025-09-27,SKU020,BLR_WH,SUP05,58
PO0001154,2025-09-05,2025-10-04,SKU020,BLR_WH,SUP05,63
PO0001155,2025-09-12,2025-10-01,SKU020,BLR_WH,SUP05,69
PO0001156,2025-09-19,2025-10-10,SKU020,BLR_WH,SUP05,75
PO0001157,2025-09-26,2025-10-17,SKU020,BLR_WH,SUP05,81
PO0001158,2023-02-17,2023-03-08,SKU020,MAA_WH,SUP05,85
PO0001159,2023-02-24,2023-03-16,SKU020,MAA_WH,SUP05,91
PO0001160,2023-03-03,2023-03-24,SKU020,MAA_WH,SUP05,91
PO0001161,2023-04-28,2023-05-18,SKU020,MAA_WH,SUP05,65
PO0001162,2023-05-05,2023-06-03,SKU020,MAA_WH,SUP05,91
PO0001163,2023-05-12,2023-06-01,SKU020,MAA_WH,SUP01,91
PO0001164,2023-05-19,2023-06-14,SKU020,MAA_WH,SUP05,57
PO0001165,2023-05-26,2023-06-23,SKU020,MAA_WH,SUP05,84
PO0001166,2023-08-25,2023-09-24,SKU020,MAA_WH,SUP05,69
PO0001167,2023-09-01,2023-09-23,SKU020,MAA_WH,SUP05,89
PO0001168,2023-09-08,2023-09-29,SKU020,MAA_WH,SUP05,91
PO0001169,2023-09-15,2023-10-13,SKU020,MAA_WH,SUP05,91
PO0001170,2023-09-22,2023-10-12,SKU020,MAA_WH,SUP05,91
PO0001171,2024-02-09,2024-03-06,SKU020,MAA_WH,SUP05,72
PO0001172,2024-02-16,2024-03-07,SKU020,MAA_WH,SUP05,91
PO0001173,2024-02-23,2024-03-14,SKU020,MAA_WH,SUP05,91
PO0001174,2024-03-01,2024-03-24,SKU020,MAA_WH,SUP05,91
PO0001175,2024-05-31,2024-06-12,SKU020,MAA_WH,SUP05,54
PO0001176,2024-06-07,2024-06-26,SKU020,MAA_WH,SUP05,72
PO0001177,2024-07-26,2024-08-23,SKU020,MAA_WH,SUP05,62
PO0001178,2024-08-02,2024-08-25,SKU020,MAA_WH,SUP05,79
PO0001179,2024-08-09,2024-08-28,SKU020,MAA_WH,SUP05,91
PO0001180,2024-08-16,2024-09-04,SKU020,MAA_WH,SUP05,91
PO0001181,2025-01-17,2025-02-08,SKU020,MAA_WH,SUP05,62
PO0001182,2025-01-24,2025-02-22,SKU020,MAA_WH,SUP05,79
PO0001183,2025-01-31,2025-02-23,SKU020,MAA_WH,SUP05,91
PO0001184,2025-02-07,2025-03-01,SKU020,MAA_WH,SUP05,91
PO0001185,2025-02-21,2025-03-13,SKU020,MAA_WH,SUP05,58
PO0001186,2025-08-22,2025-09-12,SKU020,MAA_WH,SUP05,61
PO0001187,2025-08-29,2025-09-24,SKU020,MAA_WH,SUP05,68
PO0001188,2025-09-05,2025-09-28,SKU020,MAA_WH,SUP05,75
PO0001189,2023-05-19,2023-06-17,SKU020,NCR_WH,SUP05,61
PO0001190,2023-05-26,2023-06-25,SKU020,NCR_WH,SUP05,75
PO0001191,2023-06-02,2023-06-23,SKU020,NCR_WH,SUP05,88
PO0001192,2023-06-09,2023-06-28,SKU020,NCR_WH,SUP05,91
PO0001193,2023-06-16,2023-07-13,SKU020,NCR_WH,SUP05,91
PO0001194,2024-02-09,2024-03-01,SKU020,NCR_WH,SUP05,62
PO0001195,2024-02-16,2024-03-08,SKU020,NCR_WH,SUP05,74
PO0001196,2024-02-23,2024-03-22,SKU020,NCR_WH,SUP01,86
PO0001197,2024-06-14,2024-07-03,SKU020,NCR_WH,SUP05,56
PO0001198,2024-06-21,2024-07-18,SKU020,NCR_WH,SUP05,64
PO0001199,2024-06-28,2024-07-26,SKU020,NCR_WH,SUP01,73
PO0001200,2024-12-20,2025-01-08,SKU020,NCR_WH,SUP05,61
PO0001201,2024-12-27,2025-01-15,SKU020,NCR_WH,SUP05,68
PO0001202,2025-01-03,2025-01-26,SKU020,NCR_WH,SUP05,74
PO0001203,2025-06-27,2025-07-17,SKU020,NCR_WH,SUP05,56
PO0001204,2025-07-04,2025-07-27,SKU020,NCR_WH,SUP05,62
PO0001205,2025-07-11,2025-07-30,SKU020,NCR_WH,SUP05,66
PO0001206,2023-03-17,2023-04-06,SKU020,BOM_WH,SUP01,55
PO0001207,2023-03-24,2023-04-21,SKU020,BOM_WH,SUP05,73
PO0001208,2023-03-31,2023-04-22,SKU020,BOM_WH,SUP05,89
PO0001209,2023-04-07,2023-04-26,SKU020,BOM_WH,SUP05,54
PO0001210,2023-04-14,2023-05-03,SKU020,BOM_WH,SUP01,77
PO0001211,2023-09-01,2023-09-22,SKU020,BOM_WH,SUP05,58
PO0001212,2023-09-08,2023-09-30,SKU020,BOM_WH,SUP05,67
PO0001213,2023-09-15,2023-10-04,SKU020,BOM_WH,SUP05,77
PO0001214,2024-01-12,2024-01-24,SKU020,BOM_WH,SUP05,64
PO0001215,2024-01-19,2024-02-01,SKU020,BOM_WH,SUP05,75
PO0001216,2024-03-29,2024-04-19,SKU020,BOM_WH,SUP05,67
PO0001217,2024-04-05,2024-05-05,SKU020,BOM_WH,SUP05,77
PO0001218,2024-04-12,2024-05-01,SKU020,BOM_WH,SUP05,91
PO0001219,2024-08-23,2024-09-13,SKU020,BOM_WH,SUP05,58
PO0001220,2024-08-30,2024-09-18,SKU020,BOM_WH,SUP05,67
PO0001221,2024-09-06,2024-10-05,SKU020,BOM_WH,SUP05,74
PO0001222,2025-02-21,2025-03-21,SKU020,BOM_WH,SUP05,56
PO0001223,2025-02-28,2025-03-29,SKU020,BOM_WH,SUP05,67
PO0001224,2025-03-07,2025-04-03,SKU020,BOM_WH,SUP05,75
PO0001225,2025-03-14,2025-04-03,SKU020,BOM_WH,SUP05,85
PO0001226,2024-08-09,2024-08-22,SKU021,BLR_WH,SUP07,308
PO0001227,2024-08-16,2024-08-31,SKU021,BLR_WH,SUP07,316
PO0001228,2025-05-02,2025-05-25,SKU021,BLR_WH,SUP07,305
PO0001229,2025-05-09,2025-05-29,SKU021,BLR_WH,SUP07,325
PO0001230,2025-05-16,2025-06-06,SKU021,BLR_WH,SUP07,342
PO0001231,2025-05-23,2025-06-05,SKU021,BLR_WH,SUP07,362
PO0001232,2022-12-09,2022-12-31,SKU021,MAA_WH,SUP07,376
PO0001233,2022-12-16,2022-12-31,SKU021,MAA_WH,SUP07,376
PO0001234,2022-12-23,2023-01-11,SKU021,MAA_WH,SUP07,376
PO0001235,2022-12-30,2023-01-13,SKU021,MAA_WH,SUP07,376
PO0001236,2025-01-31,2025-02-12,SKU021,MAA_WH,SUP07,308
PO0001237,2025-02-07,2025-02-21,SKU021,MAA_WH,SUP07,355
PO0001238,2025-05-09,2025-05-24,SKU021,MAA_WH,SUP07,340
PO0001239,2025-05-16,2025-05-31,SKU021,MAA_WH,SUP07,422
PO0001240,2025-05-23,2025-06-07,SKU021,MAA_WH,SUP07,479
PO0001241,2025-11-21,2025-12-07,SKU021,MAA_WH,SUP07,353
PO0001242,2025-11-28,2025-12-10,SKU021,MAA_WH,SUP07,416
PO0001243,2025-12-05,2025-12-21,SKU021,MAA_WH,SUP07,460
PO0001244,2024-08-30,2024-09-21,SKU021,NCR_WH,SUP07,322
PO0001245,2024-09-06,2024-09-18,SKU021,NCR_WH,SUP07,345
PO0001246,2024-09-13,2024-10-04,SKU021,NCR_WH,SUP07,370
PO0001247,2025-03-14,2025-03-28,SKU021,NCR_WH,SUP07,302
PO0001248,2025-03-21,2025-04-02,SKU021,NCR_WH,SUP07,334
PO0001249,2025-07-04,2025-07-20,SKU021,NCR_WH,SUP07,314
PO0001250,2025-07-11,2025-08-02,SKU021,NCR_WH,SUP07,344
PO0001251,2025-07-18,2025-07-30,SKU021,NCR_WH,SUP07,370
PO0001252,2024-08-02,2024-08-24,SKU021,BOM_WH,SUP07,317
PO0001253,2024-08-09,2024-08-28,SKU021,BOM_WH,SUP07,350
PO0001254,2024-08-16,2024-09-07,SKU021,BOM_WH,SUP07,385
PO0001255,2024-08-23,2024-09-04,SKU021,BOM_WH,SUP07,418
PO0001256,2025-03-14,2025-04-02,SKU021,BOM_WH,SUP07,312
PO0001257,2025-03-21,2025-04-05,SKU021,BOM_WH,SUP07,361
PO0001258,2025-03-28,2025-04-16,SKU021,BOM_WH,SUP07,402
PO0001259,2025-08-29,2025-09-10,SKU021,BOM_WH,SUP07,320
PO0001260,2025-09-05,2025-09-21,SKU021,BOM_WH,SUP07,352
PO0001261,2022-12-09,2022-12-24,SKU022,BLR_WH,SUP10,291
PO0001262,2022-12-16,2023-01-06,SKU022,BLR_WH,SUP01,291
PO0001263,2022-12-23,2023-01-05,SKU022,BLR_WH,SUP10,291
PO0001264,2025-02-07,2025-03-14,SKU022,BLR_WH,SUP01,300
PO0001265,2025-02-14,2025-03-21,SKU022,BLR_WH,SUP01,367
PO0001266,2025-02-21,2025-03-19,SKU022,BLR_WH,SUP10,439
PO0001267,2025-02-28,2025-03-27,SKU022,BLR_WH,SUP01,449
PO0001268,2025-03-07,2025-03-28,SKU022,BLR_WH,SUP01,449
PO0001269,2025-10-10,2025-10-31,SKU022,BLR_WH,SUP01,292
PO0001270,2025-10-17,2025-11-05,SKU022,BLR_WH,SUP01,342
PO0001271,2025-10-24,2025-11-13,SKU022,BLR_WH,SUP01,386
PO0001272,2022-12-09,2022-12-29,SKU022,MAA_WH,SUP10,320
PO0001273,2022-12-16,2023-01-11,SKU022,MAA_WH,SUP01,320
PO0001274,2022-12-23,2023-01-08,SKU022,MAA_WH,SUP10,320
PO0001275,2025-04-11,2025-04-24,SKU022,MAA_WH,SUP10,262
PO0001276,2025-04-18,2025-05-03,SKU022,MAA_WH,SUP10,303
PO0001277,2025-07-18,2025-08-09,SKU022,MAA_WH,SUP01,267
PO0001278,2025-07-25,2025-08-08,SKU022,MAA_WH,SUP10,298
PO0001279,2025-08-01,2025-08-09,SKU022,MAA_WH,SUP10,337
PO0001280,2024-12-27,2025-01-19,SKU022,NCR_WH,SUP01,257
PO0001281,2025-01-03,2025-01-11,SKU022,NCR_WH,SUP10,274
PO0001282,2025-01-10,2025-01-26,SKU022,NCR_WH,SUP10,295
PO0001283,2025-08-01,2025-08-09,SKU022,NCR_WH,SUP10,265
PO0001284,2025-08-08,2025-08-17,SKU022,NCR_WH,SUP10,286
PO0001285,2024-11-08,2024-12-01,SKU022,BOM_WH,SUP01,260
PO0001286,2024-11-15,2024-12-15,SKU022,BOM_WH,SUP01,286
PO0001287,2024-11-22,2024-12-15,SKU022,BOM_WH,SUP10,308
PO0001288,2024-11-29,2024-12-15,SKU022,BOM_WH,SUP10,327
PO0001289,2025-06-20,2025-07-03,SKU022,BOM_WH,SUP01,258
PO0001290,2025-06-27,2025-07-05,SKU022,BOM_WH,SUP10,296
PO0001291,2025-10-24,2025-11-16,SKU022,BOM_WH,SUP01,282
PO0001292,2025-10-31,2025-11-22,SKU022,BOM_WH,SUP10,302
PO0001293,2025-11-07,2025-11-28,SKU022,BOM_WH,SUP10,326
PO0001294,2025-11-14,2025-12-12,SKU022,BOM_WH,SUP10,361
PO0001295,2023-05-05,2023-06-03,SKU023,BLR_WH,SUP05,137
PO0001296,2023-05-12,2023-06-08,SKU023,BLR_WH,SUP05,184
PO0001297,2023-05-19,2023-06-11,SKU023,BLR_WH,SUP03,241
PO0001298,2023-05-26,2023-06-25,SKU023,BLR_WH,SUP05,242
PO0001299,2023-06-02,2023-06-18,SKU023,BLR_WH,SUP03,242
PO0001300,2023-12-08,2023-12-28,SKU023,BLR_WH,SUP03,161
PO0001301,2023-12-15,2024-01-07,SKU023,BLR_WH,SUP03,224
PO0001302,2023-12-22,2024-01-12,SKU023,BLR_WH,SUP03,242
PO0001303,2023-12-29,2024-01-18,SKU023,BLR_WH,SUP03,131
PO0001304,2024-01-05,2024-01-17,SKU023,BLR_WH,SUP03,186
PO0001305,2024-05-03,2024-05-19,SKU023,BLR_WH,SUP05,152
PO0001306,2024-05-10,2024-06-02,SKU023,BLR_WH,SUP03,204
PO0001307,2024-05-17,2024-06-09,SKU023,BLR_WH,SUP03,242
PO0001308,2024-05-24,2024-06-08,SKU023,BLR_WH,SUP03,142
PO0001309,2024-05-31,2024-06-16,SKU023,BLR_WH,SUP03,194
PO0001310,2024-11-01,2024-11-13,SKU023,BLR_WH,SUP03,134
PO0001311,2024-11-08,2024-12-05,SKU023,BLR_WH,SUP05,170
PO0001312,2024-11-22,2024-12-04,SKU023,BLR_WH,SUP03,130
PO0001313,2024-11-29,2024-12-13,SKU023,BLR_WH,SUP03,184
PO0001314,2025-01-24,2025-02-07,SKU023,BLR_WH,SUP03,182
PO0001315,2025-01-31,2025-02-13,SKU023,BLR_WH,SUP03,242
PO0001316,2025-03-28,2025-04-18,SKU023,BLR_WH,SUP05,126
PO0001317,2025-04-04,2025-04-20,SKU023,BLR_WH,SUP03,165
PO0001318,2025-04-11,2025-05-02,SKU023,BLR_WH,SUP05,203
